Acc Number,New Acc No,Old Acc No,Meter No,Acc Name,Subzone,Tariff,Connection Status
25851-2100225851,,,18053922,,GITAMBAYA,Domestic,
19437-2100219437,,,17105877,,GITAMBAYA,Domestic,
19441-2100219441,,,17105878,,GITAMBAYA,Domestic,
25811-2100225811,,,18055417,,GITAMBAYA,Commercial,
26038-2100226038,,,18054064,,GITAMBAYA,Domestic,
26039-2100226039,,,18054065,,GITAMBAYA,Domestic,
24118-2100224118,,,150022718,,GITAMBAYA,Commercial,
25734-2100225734,,,18055433,,GITAMBAYA,Commercial,
25736-2100225736,,,18055435,,GITAMBAYA,Domestic,
25738-2100225738,,,18055437,,GITAMBAYA,Commercial,
25873-2100225873,,,18057463,,GITAMBAYA,Commercial,
19647-2100219647,,,17136244,,GITAMBAYA,Commercial,
21058-2100221058,,,17132369,,GITAMBAYA,Domestic,
25495-2100225495,,,18086037,,GITAMBAYA,Commercial           .,
25490-2100225490,,,18055774,,GITAMBAYA,Domestic             .,
25491-2100225491,,,18055776,,GITAMBAYA,Domestic,
25420-2100225420,,,18053373,,GITAMBAYA,Commercial,
24750-2100224750,,,18056523,,GITAMBAYA,Commercial,
24753-2100224753,,,18056524,,GITAMBAYA,Commercial,
24748-2100224748,,,18056526,,GITAMBAYA,Domestic,
24772-2100224772,,,150109318,,GITAMBAYA,Domestic,
19529-2100219529,,,17136286,,GITAMBAYA,Domestic,
19408-2100219408,,,17105820,,GITAMBAYA,Domestic,
25497-2100225497,,,18086044,,GITAMBAYA,Water Kiosk          1337,
25404-2100225404,,,18056732,,GITAMBAYA,Domestic,
24609-2100224609,,,150066218,,GITAMBAYA,Domestic,
25742-2100225742,,,18055441,,GITAMBAYA,Domestic,
24400-2100224400,,,150095518,,GITAMBAYA,Commercial,
24539-2100224539,,,150093018,,GITAMBAYA,Domestic,
25421-2100225421,,,18053374,,GITAMBAYA,Domestic,
25319-2100225319,,,18085949,,GITAMBAYA,Domestic,
24406-2100224406,,,150083918,,GITAMBAYA,Domestic,
25610-2100225610,,,18057749,,GITAMBAYA,Domestic,
25648-2100225648,,,18056376,,GITAMBAYA,Domestic,
25649-2100225649,,,19011379,,GITAMBAYA,Commercial,
25733-2100225733,,,18055432,,GITAMBAYA,Domestic,
25739-2100225739,,,18055438,,GITAMBAYA,Commercial,
25741-2100225741,,,18055439,,GITAMBAYA,Commercial,
25743-2100225743,,,19015101,,GITAMBAYA,Domestic,
25646-2100225646,,,18056374,,GITAMBAYA,Domestic,
19489-2100219489,,,H17JA013468,,GITAMBAYA,Domestic,
19608-2100219608,,,H17JA014683,,GITAMBAYA,Commercial           0,
19369-2100219369,,,17130713,,GITAMBAYA,Domestic,
19819-2100119819,,,19015115,,GITAMBAYA,Domestic,
19826-2100119826,,,17095665,,GITAMBAYA,Domestic,
25812-2100225812,,,18055418,,GITAMBAYA,Domestic,
25060-2100225060,,,H18JA015587,,GITAMBAYA,Domestic,
25045-2100125045,,,18053146,,GITAMBAYA,Commercial           .,
25290-2100225290,,,18085412,,GITAMBAYA,Domestic,
25291-2100225291,,,18085413,,GITAMBAYA,Commercial,
25405-2100225405,,,19030452,,GITAMBAYA,Commercial,
25407-2100225407,,,19014166,,GITAMBAYA,Commercial,
20837-2100220837,,,17135744,,GITAMBAYA,Domestic,
19952-2100119952,,,17130559,,GITAMBAYA,Commercial,
19901-2100119901,,,H18JA008470,,GITAMBAYA,Commercial,
19963-2100119963,,,17130310,,GITAMBAYA,Domestic,
26348-2100226348,,,18053292,,GITAMBAYA,Domestic,
26483-2100226483,,,19030661,,GITAMBAYA,Domestic,
26481-2100226481,,,18057108,,GITAMBAYA,Domestic,
26352-2100226352,,,18053296,,GITAMBAYA,Domestic,
26351-2100226351,,,18053295,,GITAMBAYA,Domestic,
26350-2100226350,,,18053294,,GITAMBAYA,Domestic,
26918-2100226918,,,18053823,,GITAMBAYA,Commercial,
20147-2100120147,,,17095667,,GITAMBAYA,Domestic,
26296-2100226296,,,18085846,,GITAMBAYA,Domestic,
27518-2100227518,,,18077839,,GITAMBAYA,Commercial,
28117-2100228117,,,1019516,,GITAMBAYA,Domestic,
26582-2100226582,,,18053495,,GITAMBAYA,Domestic,
20194-2100220194,,,H17JA013978,,GITAMBAYA,Commercial,
20198-2100220198,,,17133588,,GITAMBAYA,Domestic,
27010-2100227010,,,18053205,,GITAMBAYA,Domestic,
19883-2100119883,,,H18JA008343,,GITAMBAYA,Commercial,
19982-2100119982,,,17095661,,GITAMBAYA,Domestic,
20017-2100120017,,,17095668,,GITAMBAYA,Water Kiosk,
19943-2100119943,,,H17JA014083,,GITAMBAYA,Domestic,
26572-2100226572,,,18056661,,GITAMBAYA,Domestic,
26801-2100226801,,,18056195,,GITAMBAYA,Commercial,
26511-2100226511,,,18085637,,GITAMBAYA,Domestic,
26510-2100226510,,,19015098,,GITAMBAYA,Domestic,
27007-2100227007,,,18053202,,GITAMBAYA,Domestic,
27008-2100227008,,,18053203,,GITAMBAYA,Commercial,
26300-2100226300,,,18085850,,GITAMBAYA,Domestic,
26298-2100226298,,,18085848,,GITAMBAYA,Domestic,
26200-2100226200,,,18085501,,GITAMBAYA,Domestic,
26108-2100226108,,,18077786,,GITAMBAYA,Commercial,
26109-2100226109,,,18077787,,GITAMBAYA,Domestic,
26113-2100226113,,,18053773,,GITAMBAYA,Commercial,
26255-2100226255,,,18085460,,GITAMBAYA,Commercial,
25898-2100225898,,,18085154,,GITAMBAYA,Domestic,
25977-2100225977,,,18057078,,GITAMBAYA,Domestic,
26027-2100226027,,,19030541,,GITAMBAYA,Commercial,
26028-2100226028,,,19015255,,GITAMBAYA,Domestic,
26029-2100226029,,,18054504,,GITAMBAYA,Domestic,
26030-2100226030,,,18054505,,GITAMBAYA,Domestic,
26031-2100226031,,,18054506,,GITAMBAYA,Domestic,
25524-2100225524,,,18055892,,GITAMBAYA,Commercial,
25523-2100225523,,,18055893,,GITAMBAYA,Domestic,
25522-2100225522,,,18055894,,GITAMBAYA,Commercial,
26258-2100226258,,,18085463,,GITAMBAYA,Domestic,
26299-2100226299,,,18085849,,GITAMBAYA,Commercial,
25568-2100225568,,,18056629,,GITAMBAYA,Domestic,
20116-2100220116,,,17134011,,GITAMBAYA,Commercial,
25062-2100225062,,,H18JA015585,,GITAMBAYA,Domestic,
25063-2100225063,,,H18JA015584,,GITAMBAYA,Commercial,
20022-2100220022,,,17106341,,GITAMBAYA,Commercial,
19676-2100219676,,,17134624,,GITAMBAYA,Commercial,
19605-2100219605,,,17131604,,GITAMBAYA,Domestic,
26415-2100226415,,,18055657,,GITAMBAYA,Domestic,
26763-2100226763,,,H18JA016945,,GITAMBAYA,Commercial,
25875-2100225875,,,18055483,,GITAMBAYA,Domestic,
25232-2100225232,,,18056686,,GITAMBAYA,Domestic,
25735-2100225735,,,18055434,,GITAMBAYA,Domestic,
25066-2100225066,,,H18JA015590,,GITAMBAYA,Commercial,
25097-2100225097,,,H18JA016939,,GITAMBAYA,Domestic,
25941-2100225941,,,18053933,,GITAMBAYA,Domestic,
25942-2100225942,,,18053934,,GITAMBAYA,Commercial,
25945-2100225945,,,18053938,,GITAMBAYA,Commercial,
25947-2100225947,,,18053939,,GITAMBAYA,Commercial,
25948-2100225948,,,18053940,,GITAMBAYA,Domestic,
25944-2100225944,,,19030446,,GITAMBAYA,Commercial,
26078-2100226078,,,18077149,,GITAMBAYA,Domestic,
19674-2100219674,,,H17JA013235,,GITAMBAYA,Commercial,
26428-2100226428,,,18085599,,GITAMBAYA,Commercial,
26484-2100226484,,,19012803,,GITAMBAYA,Commercial,
26482-2100226482,,,18057109,,GITAMBAYA,Commercial,
26480-2100226480,,,18057107,,GITAMBAYA,Commercial,
26439-2100226439,,,150326718,,GITAMBAYA,Domestic,
26583-2100226583,,,18053496,,GITAMBAYA,Domestic,
26581-2100226581,,,18053494,,GITAMBAYA,Commercial,
26623-2100226623,,,18085866,,GITAMBAYA,Commercial,
26624-2100226624,,,18085867,,GITAMBAYA,Domestic,
26743-2100226743,,,H18JA014933,,GITAMBAYA,Domestic,
26742-2100226742,,,H18JA014932,,GITAMBAYA,Domestic,
26741-2100226741,,,H18JA014931,,GITAMBAYA,Domestic,
26174-2100226174,,,18078004,,GITAMBAYA,Domestic,
26175-2100226175,,,19029770,,GITAMBAYA,Commercial,
26231-2100226231,,,18054125,,GITAMBAYA,Domestic,
26236-2100226236,,,18054130,,GITAMBAYA,Domestic,
26235-2100226235,,,18054129,,GITAMBAYA,Domestic,
28169-2100228169,,,19012272,,GITAMBAYA,Domestic,
28168-2100228168,,,19012271,,GITAMBAYA,Domestic,
28167-2100228167,,,19012270,,GITAMBAYA,Domestic,
26625-2100226625,,,18085875,,GITAMBAYA,Commercial,
28666-2100228666,,,150295418,,GITAMBAYA,Commercial,
27470-2100227470,,,H18JA016995,,GITAMBAYA,Commercial,
28616-2100228616,,,150341418,,GITAMBAYA,Domestic,
28706-2100228706,,,20150900154,,GITAMBAYA,Commercial,
27999-2100227999,,,19011903,,GITAMBAYA,Schools,
27998-2100227998,,,19011902,,GITAMBAYA,Commercial,
27996-2100227996,,,19011900,,GITAMBAYA,Domestic,
27995-2100227995,,,19011899,,GITAMBAYA,Domestic,
20073-2100220073,,,17135362,,GITAMBAYA,Domestic,
20838-2100220838,,,17135743,,GITAMBAYA,Domestic,
20839-2100220839,,,17105525,,GITAMBAYA,Domestic,
27845-2100227845,,,19012031,,GITAMBAYA,Commercial,
27203-2100227203,,,18054576,,GITAMBAYA,Commercial,
27201-2100227201,,,19014975,,GITAMBAYA,Domestic,
27362-2100227362,,,19014794,,GITAMBAYA,Commercial,
27925-2100227925,,,19013066,,GITAMBAYA,Commercial,
28011-2100228011,,,19011555,,GITAMBAYA,Commercial,
27307-2100227307,,,19031600,,GITAMBAYA,Commercial,
27305-2100227305,,,18077109,,GITAMBAYA,Domestic,
27303-2100227303,,,18077107,,GITAMBAYA,Commercial,
27302-2100227302,,,18077106,,GITAMBAYA,Commercial,
28056-2100228056,,,19012380,,GITAMBAYA,Domestic,
27722-2100227722,,,150315918,,GITAMBAYA,Commercial,
27719-2100227719,,,150315618,,GITAMBAYA,Commercial,
27720-2100227720,,,150315718,,GITAMBAYA,Domestic,
28407-2100228407,,,19013922,,GITAMBAYA,Domestic,
28409-2100228409,,,19013924,,GITAMBAYA,Domestic,
28221-2100228221,,,19013792,,GITAMBAYA,Commercial,
20841-2100220841,,,17135745,,GITAMBAYA,Domestic,
20890-2100220890,,,17136022,,GITAMBAYA,Domestic,
28059-2100228059,,,19012383,,GITAMBAYA,Domestic,
28057-2100228057,,,19014965,,GITAMBAYA,Domestic,
28055-2100228055,,,19030724,,GITAMBAYA,Domestic,
27994-2100227994,,,19011898,,GITAMBAYA,Domestic,
29024-2100229024,,,H17JA013841,,GITAMBAYA,Domestic,
28703-2100228703,,,150272618,,GITAMBAYA,Domestic,
29037-2100229037,,,19014364,,GITAMBAYA,Domestic,
20982-2100220982,,,16037900,,GITAMBAYA,Domestic,
20980-2100220980,,,20151100591,,GITAMBAYA,Domestic,
28253-2100228253,,,19028988,,GITAMBAYA,Domestic,
28229-2100228229,,,19013288,,GITAMBAYA,Domestic,
28575-2100228575,,,150334818,,GITAMBAYA,Commercial,
28544-2100228544,,,150346018,,GITAMBAYA,Commercial,
28543-2100228543,,,150345718,,GITAMBAYA,Commercial,
28541-2100228541,,,150314018,,GITAMBAYA,Water Kiosk,
19604-2100219604,,,17135364,,GITAMBAYA,Domestic,
20736-2100220736,,,17132573,,GITAMBAYA,Domestic,
28669-2100228669,,,150295218,,GITAMBAYA,Commercial,
28667-2100228667,,,150295318,,GITAMBAYA,Commercial,
28665-2100228665,,,150295218,,GITAMBAYA,Domestic,
28297-2100228297,,,19013533,,GITAMBAYA,Domestic,
28201-2100228201,,,19011320,,GITAMBAYA,Domestic,
28203-2100228203,,,19011322,,GITAMBAYA,Commercial,
28200-2100228200,,,19011319,,GITAMBAYA,Domestic,
28292-2100228292,,,19013528,,GITAMBAYA,Commercial,
28437-2100228437,,,19012676,,GITAMBAYA,Domestic,
28429-2100228429,,,19014318,,GITAMBAYA,Domestic,
28428-2100228428,,,19014320,,GITAMBAYA,Commercial,
28798-2100228798,,,19012421,,GITAMBAYA,Commercial,
28848-2100228848,,,19028523,,GITAMBAYA,Domestic,
28079-2100228079,,,19012679,,GITAMBAYA,Commercial,
28078-2100228078,,,19012678,,GITAMBAYA,Domestic,
29289-2100229289,,,19014969,,GITAMBAYA,Commercial,
29290-2100229290,,,19014968,,GITAMBAYA,Commercial,
28847-2100228847,,,19011945,,GITAMBAYA,Domestic,
28944-2100228944,,,19012654,,GITAMBAYA,Domestic,
21077-2100221077,,,17132054,,GITAMBAYA,Domestic,
21027-2100221027,,,17130228,,GITAMBAYA,Domestic,
21187-2100221187,,,17176943,,GITAMBAYA,Domestic,
21013-2100221013,,,H18JA008448,,GITAMBAYA,Commercial,
27073-2100227073,,,18077249,,GITAMBAYA,Domestic,
19954-2100119954,,,17130308,,GITAMBAYA,Domestic,
27125-2100227125,,,18056499,,GITAMBAYA,Commercial,
27006-2100227006,,,18053206,,GITAMBAYA,Domestic,
20205-2100220205,,,17135741,,GITAMBAYA,Commercial,
20767-2100220767,,,17131753,,GITAMBAYA,Domestic,
20121-2100220121,,,17136344,,GITAMBAYA,Commercial,
20886-2100220886,,,17133932,,GITAMBAYA,Domestic,
26921-2100226921,,,18053826,,GITAMBAYA,Commercial,
27429-2100227429,,,18053618,,GITAMBAYA,Domestic,
20870-2100220870,,,17132900,,GITAMBAYA,Domestic,
20785-2100220785,,,17135746,,GITAMBAYA,Commercial,
20869-2100220869,,,17132557,,GITAMBAYA,Domestic,
20894-2100220894,,,17136026,,GITAMBAYA,Domestic,
26991-2100226991,,,18055646,,GITAMBAYA,Domestic,
26745-2100226745,,,H18JA014935,,GITAMBAYA,Domestic,
26744-2100226744,,,H18JA016979,,GITAMBAYA,Commercial,
27361-2100227361,,,18056783,,GITAMBAYA,Domestic,
27363-2100227363,,,18086078,,GITAMBAYA,Domestic,
27240-2100227240,,,18085375,,GITAMBAYA,Commercia,
28170-2100228170,,,19012273,,GITAMBAYA,Domestic,
27200-2100227200,,,18054575,,GITAMBAYA,Domestic,
27202-2100227202,,,18054575,,GITAMBAYA,Commercial,
26720-2100226720,,,19028992,,GITAMBAYA,School,
26717-2100226717,,,18056197,,GITAMBAYA,Commercial,
20074-2100220074,,,19030536,,GITAMBAYA,Commercial,
20756-2100220756,,,17132149,,GITAMBAYA,Domestic,
20678-2100220678,,,17133583,,GITAMBAYA,Domestic,
28172-2100228172,,,19012275,,GITAMBAYA,Domestic,
26890-2100226890,,,18086087,,GITAMBAYA,Schools,
26646-2100226646,,,19031238,,GITAMBAYA,Domestic,
26648-2100226648,,,18055847,,GITAMBAYA,Commercial,
26647-2100226647,,,18055846,,GITAMBAYA,Domestic,
26645-2100226645,,,18055844,,GITAMBAYA,Domestic,
26644-2100226644,,,18055843,,GITAMBAYA,Domestic,
26643-2100226643,,,18055842,,GITAMBAYA,Commercial,
26689-2100226689,,,18077455,,GITAMBAYA,Domestic,
26687-2100226687,,,18077453,,GITAMBAYA,Commercial,
26686-2100226686,,,18077452,,GITAMBAYA,Commercial,
26688-2100226688,,,18077454,,GITAMBAYA,Domestic,
20757-2100220757,,,17132143,,GITAMBAYA,Domestic,
20729-2100220729,,,17135361,,GITAMBAYA,Commercial,
19884-2100119884,,,H18JA008937,,GITAMBAYA,Commercial,
20146-2100120146,,,17105138,,GITAMBAYA,Domestic,
28165-2100228165,,,19012268,,GITAMBAYA,Commercial,
27304-2100227304,,,18077108,,GITAMBAYA,Commercial,
27306-2100227306,,,18077110,,GITAMBAYA,Domestic,
27469-2100227469,,,H18JA016994,,GITAMBAYA,Domestic,
27468-2100227468,,,H18JA016993,,GITAMBAYA,Commercial,
27433-2100227433,,,18085959,,GITAMBAYA,Commercial,
27520-2100227520,,,18077536,,GITAMBAYA,Commercial,
27515-2100227515,,,18077783,,GITAMBAYA,Commercial,
27603-2100227603,,,18085558,,GITAMBAYA,Commercial,
27453-2100227453,,,H18JA015501,,GITAMBAYA,Commercial,
27451-2100227451,,,H18JA016599,,GITAMBAYA,Commercial,
27452-2100227452,,,H18JA016600,,GITAMBAYA,Commercial,
27450-2100227450,,,H18JA016598,,GITAMBAYA,Commercial,
28888-2100228888,,,19012323,,GITAMBAYA,Commercial,
27627-2100227627,,,150346518,,GITAMBAYA,Domestic,
27626-2100227626,,,150262518,,GITAMBAYA,Commercial,
28134-2100228134,,,19011421,,GITAMBAYA,Domestic,
20196-2100220196,,,H18JA007196,,GITAMBAYA,Commercial,
20167-2100220167,,,H17JA014702,,GITAMBAYA,Domestic,
28425-2100228425,,,19040140,,GITAMBAYA,Domestic,
27543-2100227543,,,150293718,,GITAMBAYA,Domestic,
20679-2100220679,,,H18JA007189,,GITAMBAYA,Domestic,
20236-2100220236,,,19030537,,GITAMBAYA,Commercial,
27776-2100227776,,,19012318,,GITAMBAYA,Commercial,
27778-2100227778,,,19012321,,GITAMBAYA,Domestic,
27689-2100227689,,,150291218,,GITAMBAYA,Commercial,
27688-2100227688,,,150291118,,GITAMBAYA,Domestic,
27619-2100227619,,,150345018,,GITAMBAYA,Domestic,
27691-2100227691,,,150291418,,GITAMBAYA,Domestic,
20204-2100220204,,,18077226,,GITAMBAYA,Water Kiosk,
26966-2100226966,,,18055643,,GITAMBAYA,Commercial,
26965-2100226965,,,18055642,,GITAMBAYA,Domestic,
27129-2100227129,,,18077494,,GITAMBAYA,Domestic,
27126-2100227126,,,18086046,,GITAMBAYA,Commercial,
27127-2100227127,,,18056500,,GITAMBAYA,Commercial,
28918-2100228918,,,19012799,,GITAMBAYA,Domestic,
28408-2100228408,,,19013923,,GITAMBAYA,Commercial,
28617-2100228617,,,150336218,,GITAMBAYA,Commercial,
28615-2100228615,,,150341518,,GITAMBAYA,Domestic,
27923-2100227923,,,19013064,,GITAMBAYA,Domestic,
27926-2100227926,,,19013067,,GITAMBAYA,Domestic,
27924-2100227924,,,19013065,,GITAMBAYA,Domestic,
27847-2100227847,,,19011105,,GITAMBAYA,Domestic,
27846-2100227846,,,19012032,,GITAMBAYA,Commercial,
28411-2100228411,,,19013927,,GITAMBAYA,Domestic,
16782-2100216782,,,16046636,,GITAMBAYA,Domestic,
16960-2100216960,,,17012729,,GITAMBAYA,Domestic,
16961-2100216961,,,17012730,,GITAMBAYA,Domestic,
16962-2100216962,,,17010016,,GITAMBAYA,Commercial,
16963-2100216963,,,H17JA014545,,GITAMBAYA,Domestic,
16964-2100216964,,,H18JA007452,,GITAMBAYA,Domestic,
16965-2100216965,,,1701,,GITAMBAYA,Domestic,
16966-2100216966,,,17014569,,GITAMBAYA,Domestic,
16970-2100216970,,,H17JA013325,,GITAMBAYA,Domestic,
16972-2100216972,,,17010641,,GITAMBAYA,Domestic,
16973-2100216973,,,17010653,,GITAMBAYA,Domestic,
16975-2100216975,,,17013181,,GITAMBAYA,Domestic,
16976-2100216976,,,17013183,,GITAMBAYA,Domestic,
16977-2100216977,,,H17JA010327,,GITAMBAYA,Domestic,
16978-2100216978,,,17012902,,GITAMBAYA,Commercial,
16989-2100216989,,,17013736,,GITAMBAYA,Domestic,
17057-2100217057,,,16038601,,GITAMBAYA,Domestic,
17117-2100217117,,,17010020,,GITAMBAYA,Domestic,
17025-2100217025,,,16037893,,GITAMBAYA,Domestic,
17498-2100217498,,,17012912,,GITAMBAYA,Domestic,
17532-2100217532,,,H17JA010321,,GITAMBAYA,Domestic,
17534-2100217534,,,17014113,,GITAMBAYA,Commercial,
17563-2100217563,,,18055895,,GITAMBAYA,Domestic,
26917-2100226917,,,18053822,,GITAMBAYA,Commercial,
17030-2100217030,,,16046901,,GITAMBAYA,Domestic,
17282-2100217282,,,17014177,,GITAMBAYA,Commercial,
17283-2100217283,,,H17JA014418,,GITAMBAYA,Domestic,
17284-2100217284,,,17014179,,GITAMBAYA,Domestic,
17285-2100217285,,,17014180,,GITAMBAYA,Domestic,
18020-2100218020,,,H17JA014705,,GITAMBAYA,Domestic,
18010-2100218010,,,17011456,,GITAMBAYA,Commercial,
17954-2100217954,,,17080877,,GITAMBAYA,Commercial,
17983-2100217983,,,17080083,,GITAMBAYA,Commercial,
17958-2100217958,,,17081062,,GITAMBAYA,Commercial,
17959-2100217959,,,17104709,,GITAMBAYA,Domestic,
17965-2100217965,,,H18AJ016146,,GITAMBAYA,Domestic,
17826-2100217826,,,19039236,,GITAMBAYA,Domestic,
17997-2100217997,,,H18AJ016148,,GITAMBAYA,Commercial,
17704-2100217704,,,H17JA014416,,GITAMBAYA,Domestic,
17706-2100217706,,,17013368,,GITAMBAYA,Domestic,
17708-2100217708,,,17014162,,GITAMBAYA,Domestic,
17709-2100217709,,,17014163,,GITAMBAYA,Domestic,
17710-2100217710,,,H17JA014469,,GITAMBAYA,Domestic,
17711-2100217711,,,H17JA010785,,GITAMBAYA,Domestic,
17713-2100217713,,,17057318,,GITAMBAYA,Domestic,
17714-2100217714,,,17057319,,GITAMBAYA,Domestic,
17715-2100217715,,,17012830,,GITAMBAYA,Domestic,
17716-2100217716,,,H18JA007321,,GITAMBAYA,Domestic,
17717-2100217717,,,h18ja016188,,GITAMBAYA,Domestic,
17718-2100217718,,,1701,,GITAMBAYA,Commercial,
17719-2100217719,,,17080730,,GITAMBAYA,Domestic,
17613-2100217613,,,17012753,,GITAMBAYA,Domestic,
17579-2100217579,,,H18JA008936,,GITAMBAYA,Commercial,
17580-2100217580,,,17011935,,GITAMBAYA,Domestic,
17583-2100217583,,,19031836,,GITAMBAYA,Domestic,
17597-2100217597,,,17012897,,GITAMBAYA,Domestic,
17605-2100217605,,,H17JA014669,,GITAMBAYA,Domestic,
17601-2100217601,,,19014458,,GITAMBAYA,Domestic,
22475-2100222475,,,17179250,,GITAMBAYA,Domestic,
22021-2100222021,,,17178734,,GITAMBAYA,Commercial,
22629-2100222629,,,H18JA007224,,GITAMBAYA,Domestic,
22739-2100222739,,,H18JA013760,,GITAMBAYA,Commercial,
22740-2100222740,,,H18JA013760,,GITAMBAYA,Domestic,
22736-2100222736,,,H18JA013850,,GITAMBAYA,Domestic,
22841-2100222841,,,H18JA014485,,GITAMBAYA,Domestic,
22846-2100222846,,,H18JA014412,,GITAMBAYA,Domestic,
22833-2100222833,,,H18JA013608,,GITAMBAYA,Domestic,
18531-2100218531,,,17081893,,GITAMBAYA,Commercial,
18532-2100218532,,,17081526,,GITAMBAYA,Domestic,
18533-2100218533,,,H17JA013847,,GITAMBAYA,Domestic,
18534-2100218534,,,H18JA008372,,GITAMBAYA,Domestic,
22456-2100222456,,,17179238,,GITAMBAYA,Domestic,
21575-2100221575,,,171777649,,GITAMBAYA,Domestic,
18805-2100218805,,,17106440,,GITAMBAYA,Domestic,
22835-2100222835,,,H18JA013607,,GITAMBAYA,Domestic,
24851-2100224851,,,18055102,,GITAMBAYA,Domestic,
23009-2100223009,,,H18JA014480,,GITAMBAYA,Commercial,
23041-2100223041,,,17180418,,GITAMBAYA,Domestic,
22832-2100222832,,,H18JA013610,,GITAMBAYA,Domestic,
23042-2100223042,,,17180417,,GITAMBAYA,Domestic,
22997-2100222997,,,19039237,,GITAMBAYA,Domestic,
18964-2100218964,,,17106682,,GITAMBAYA,Domestic,
18965-2100218965,,,17106683,,GITAMBAYA,Commercial,
18947-2100218947,,,H18JA008427,,GITAMBAYA,Commercial,
18949-2100218949,,,17104815,,GITAMBAYA,Domestic,
18950-2100218950,,,17104816,,GITAMBAYA,Domestic,
18951-2100218951,,,150081218,,GITAMBAYA,Domestic,
18953-2100218953,,,H18JA008214,,GITAMBAYA,Commercial,
18924-2100218924,,,17080285,,GITAMBAYA,Domestic,
18800-2100218800,,,H17JA013223,,GITAMBAYA,Commercial,
18209-2100218209,,,1709649,,GITAMBAYA,Domestic,
18211-2100218211,,,H17JA014680,,GITAMBAYA,Domestic,
18213-2100218213,,,1708258,,GITAMBAYA,Domestic,
18215-2100218215,,,150295018,,GITAMBAYA,Domestic,
18216-2100218216,,,1708260,,GITAMBAYA,Commercial,
18217-2100218217,,,17084869,,GITAMBAYA,Domestic,
18218-2100218218,,,H18JA016182,,GITAMBAYA,Domestic,
18221-2100218221,,,17082873,,GITAMBAYA,Domestic,
18222-2100218222,,,17081709,,GITAMBAYA,Commercial,
18223-2100218223,,,17081705,,GITAMBAYA,Domestic,
18224-2100218224,,,H17JA010428,,GITAMBAYA,Domestic,
18225-2100218225,,,17083144,,GITAMBAYA,Commercial,
18227-2100218227,,,H17JA007188,,GITAMBAYA,Domestic,
18229-2100218229,,,17081691,,GITAMBAYA,Domestic,
18230-2100218230,,,H17JA010357,,GITAMBAYA,Commercial,
18231-2100218231,,,17081694,,GITAMBAYA,Domestic,
18234-2100218234,,,H17JA014676,,GITAMBAYA,Domestic,
18199-2100218199,,,1020791,,GITAMBAYA,Domestic,
18108-2100218108,,,17080460,,GITAMBAYA,Domestic,
18110-2100218110,,,H17JA014531,,GITAMBAYA,Domestic,
18032-2100218032,,,17056821,,GITAMBAYA,Domestic,
18033-2100218033,,,17056822,,GITAMBAYA,Commercial,
18059-2100218059,,,17058245,,GITAMBAYA,Commercial,
18060-2100218060,,,H17JA013889,,GITAMBAYA,Domestic,
18070-2100218070,,,H18JA016255,,GITAMBAYA,Commercial,
18082-2100218082,,,17080062,,GITAMBAYA,Commercial,
18089-2100218089,,,17080804,,GITAMBAYA,Domestic,
16262-2100216262,,,H17JA013117,,GITAMBAYA,Commercial,
